 

stn    time           nto002d0  tre200d0  hns000d0  rre150d0  tre200dx
CHU    19501130              0       1.6         0       1.6         -
CHU    19501201              0       3.5         0       0.0         -
CHU    19501202              0       6.0         0       0.0         -
CHU    19501203              0       6.6         0       2.9         -
CHU    19501204              0       0.4         0       0.0         -
CHU    19501205              0      -0.5         0       0.0         -
CHU    19501206              0      -1.6         0       0.1         -
CHU    19501207              0      -0.8         4       6.4         -
CHU    19501208              0       0.0         1       0.4         -
CHU    19501209              0       0.0         3       3.2         -
CHU    19501210              0      -0.9         1       0.3         -
CHU    19501211              0       1.1         0       2.7         -
CHU    19501212              0      -2.0         0       0.0         -
CHU    19501213              0      -2.5         0       0.0         -
CHU    19501214              0       2.5         0       0.0         -
CHU    19501215              0       0.5         2       1.9         -
CHU    19501216              0      -3.0         0       0.2         -
CHU    19501217              0      -5.5         0       0.0         -
CHU    19501218              0      -6.0         0       0.0         -
CHU    19501219              0      -2.2         0       0.0         -
CHU    19501220              0      -4.1         2       1.7         -
CHU    19501221              0      -4.9         0       0.0         -
CHU    19501222              0      -1.4         0       0.0         -
CHU    19501223              0       3.2         0       0.0         -
CHU    19501224              0      -1.6         0       0.1         -
CHU    19501225              0      -3.1         0       0.2         -
CHU    19501226              0      -4.0         1       0.3         -
CHU    19501227              0      -4.1         0       0.0         -
CHU    19501228              0      -4.4         0       0.0         -
CHU    19501229              0      -3.4         0       0.0         -
CHU    19501230              0      -4.0         0       0.0         -
CHU    19501231              1      -3.4         0       0.0         -
CHU    19510101              0       1.1         0       0.0         -
CHU    19510102              0       2.0         5       5.7         -
CHU    19510103              0      -0.5         3       3.7         -
CHU    19510104              0      -0.5         0       0.0         -
CHU    19510105              0       2.1         0       0.0         -
CHU    19510106              0       2.8         0       0.0         -
CHU    19510107              0       2.1         0       0.1         -
CHU    19510108              0       1.3         0       0.0         -
CHU    19510109              0       2.2         0       0.0         -
CHU    19510110              1       2.7         0       0.0         -
CHU    19510111              0       4.8         0       0.0         -
CHU    19510112              0       4.0         4      12.7         -
CHU    19510113              0       1.0         2       0.9         -
CHU    19510114              1      -1.7         0       0.0         -
CHU    19510115              0       1.9         0       6.0         -
CHU    19510116              0       0.1         0       0.0         -
CHU    19510117              0      -0.2         4       7.0         -
CHU    19510118              0       1.5         2      24.3         -
CHU    19510119              0       1.3        45      18.5         -
CHU    19510120              0       0.5         0      50.3         -
CHU    19510121              0       1.8         0       6.6         -
CHU    19510122              0       3.2         0       0.0         -
CHU    19510123              0       2.2         0       0.0         -
CHU    19510124              0       3.9         0       0.0         -
CHU    19510125              0       4.7         0       0.5         -
CHU    19510126              1       1.2         0       0.0         -
CHU    19510127              1      -0.8         0       0.0         -
CHU    19510128              0       0.7         0       0.0         -
CHU    19510129              0       0.4         0       0.0         -
CHU    19510130              0       1.3         0       0.1         -
CHU    19510131              0      -0.5         0       0.2         -
CHU    19510201              0       1.0         0       0.0         -
CHU    19510202              0      -1.3         0       0.0         -
CHU    19510203              0      -0.1         0       0.0         -
CHU    19510204              0       4.3         0       0.0         -
CHU    19510205              0       2.9         2      15.4         -
CHU    19510206              0       0.6         0       9.4         -
CHU    19510207              0       1.1         0       1.4         -
CHU    19510208              0       2.6         0       0.0         -
CHU    19510209              0       7.8         0       0.0         -
CHU    19510210              0       5.6         0       1.0         -
CHU    19510211              0       5.6         0      33.6         -
CHU    19510212              0       2.8         0       3.2         -
CHU    19510213              0       2.7         0       8.0         -
CHU    19510214              0       3.3         0       0.2         -
CHU    19510215              0       2.3         0       1.2         -
CHU    19510216              0       2.1         0       0.0         -
CHU    19510217              0       2.9         0       2.0         -
CHU    19510218              0       1.1         0       0.5         -
CHU    19510219              0       3.0         1       1.6         -
CHU    19510220              0       3.5         0       0.0         -
CHU    19510221              0       3.7         0       3.6         -
CHU    19510222              0       1.7         1       1.4         -
CHU    19510223              0       0.5         0       0.0         -
CHU    19510224              0       3.9         2       2.6         -
CHU    19510225              0       1.8         1       0.6         -
CHU    19510226              0       1.1         0       0.0         -
CHU    19510227              0       0.4         0       0.0         -
CHU    19510228              0      -0.9         0       0.0         -
CHU    19510301              0      -2.0         0       0.0         -
CHU    19510302              0      -3.2         0       0.0         -
CHU    19510303              0      -1.6         0       0.0         -
CHU    19510304              1      -1.6         0       0.0         -
CHU    19510305              1      -0.4         0       0.0         -
CHU    19510306              0       0.8         0       0.0         -
CHU    19510307              0       3.8         0       0.0         -
CHU    19510308              0       8.1         0       0.0         -
CHU    19510309              0       5.4         0       0.1         -
CHU    19510310              0       3.3         0       0.1         -
CHU    19510311              0       7.2         0       0.0         -
CHU    19510312              0       4.3         0       0.0         -
CHU    19510313              0      10.6         0      27.2         -
CHU    19510314              0       3.4         0       5.9         -
CHU    19510315              0       6.1         0       0.0         -
CHU    19510316              0       8.1         0       0.0         -
CHU    19510317              0      11.0         0       0.0         -
CHU    19510318              0       7.9         0       2.0         -
CHU    19510319              0       7.2         0       1.7         -
CHU    19510320              0       3.8         0       7.1         -
CHU    19510321              0      -0.8         0       0.8         -
CHU    19510322              0       2.7         0       1.3         -
CHU    19510323              0       6.9         0       0.0         -
CHU    19510324              0       3.6         0       2.3         -
CHU    19510325              0       0.2         0       0.4         -
CHU    19510326              0       1.0         0       0.0         -
CHU    19510327              0       3.8         0       5.1         -
CHU    19510328              0       2.4         0       0.1         -
CHU    19510329              0       2.6         0       0.2         -
CHU    19510330              0       4.9         0       0.8         -
CHU    19510331              0       4.3         0       0.0         -
CHU    19510401              0       5.4         0       0.0         -
CHU    19510402              0       8.1         0       1.8         -
CHU    19510403              0       5.2         0       0.0         -
CHU    19510404              1       5.9         0       0.0         -
CHU    19510405              0       8.0         0       0.0         -
CHU    19510406              1       9.1         0       0.0         -
CHU    19510407              0      12.0         0      13.4         -
CHU    19510408              0       4.6         0       5.2         -
CHU    19510409              0       7.0         0      10.8         -
CHU    19510410              0       4.8         0       6.3         -
CHU    19510411              0       5.4         0       0.0         -
CHU    19510412              0       5.4         0       0.0         -
CHU    19510413              0       7.4         0       0.0         -
CHU    19510414              0       5.9         0       0.0         -
CHU    19510415              0       6.3         0       0.0         -
CHU    19510416              0       9.4         0       0.0         -
CHU    19510417              0      11.9         0       0.0         -
CHU    19510418              0      12.0         0       0.0         -
CHU    19510419              0      13.8         0       0.0         -
CHU    19510420              0      13.4         0       0.0         -
CHU    19510421              0      11.5         0       0.1         -
CHU    19510422              0       9.5         0       0.0         -
CHU    19510423              1      10.4         0       0.0         -
CHU    19510424              1      12.9         0       0.0         -
CHU    19510425              1      14.0         0       0.0         -
CHU    19510426              0      13.6         0       0.0         -
CHU    19510427              0      12.0         0       0.1         -
CHU    19510428              0       6.2         0       8.8         -
CHU    19510429              0       2.4         0       3.0         -
CHU    19510430              0       6.5         0       0.0         -
CHU    19510501              0       9.8         0       0.0         -
CHU    19510502              0      12.9         0       0.0         -
CHU    19510503              0      14.3         0       0.0         -
CHU    19510504              0      10.4         0       8.0         -
CHU    19510505              0      11.6         0       0.0         -
CHU    19510506              0      12.8         0       0.0         -
CHU    19510507              0      12.2         0       0.0         -
CHU    19510508              0      11.3         0       0.0         -
CHU    19510509              0      12.6         0       0.1         -
CHU    19510510              0      10.1         0       1.0         -
CHU    19510511              0       7.8         0       0.0         -
CHU    19510512              0       8.4         0       0.0         -
CHU    19510513              0       9.4         0       0.0         -
CHU    19510514              0       8.1         0       0.1         -
CHU    19510515              0       8.1         0       0.0         -
CHU    19510516              0       8.1         0       0.0         -
CHU    19510517              0      10.9         0       0.0         -
CHU    19510518              0      12.2         0       0.0         -
CHU    19510519              0      14.8         0       0.0         -
CHU    19510520              0      13.1         0       0.0         -
CHU    19510521              0      13.5         0       0.0         -
CHU    19510522              0      13.6         0       0.0         -
CHU    19510523              0      17.5         0       0.0         -
CHU    19510524              0      19.5         0       0.0         -
CHU    19510525              0      21.0         0       0.0         -
CHU    19510526              0      19.4         0      11.0         -
CHU    19510527              0      12.7         0      18.4         -
CHU    19510528              0       8.9         0       3.8         -
CHU    19510529              0      13.7         0       1.1         -
CHU    19510530              0      14.9         0       0.0         -
CHU    19510531              0      16.9         0       0.0         -
CHU    19510601              0      11.3         0       0.3         -
CHU    19510602              0      13.3         0       4.0         -
CHU    19510603              0      12.8         0       0.0         -
CHU    19510604              0      15.1         0       2.0         -
CHU    19510605              0      13.6         0       0.2         -
CHU    19510606              0      13.6         0       1.8         -
CHU    19510607              1      15.3         0       0.0         -
CHU    19510608              0      16.0         0       0.0         -
CHU    19510609              0      13.1         0       0.0         -
CHU    19510610              0      14.1         0       0.4         -
CHU    19510611              0      15.9         0       0.0         -
CHU    19510612              0      19.3         0       1.7         -
CHU    19510613              0      17.8         0       0.3         -
CHU    19510614              1      20.4         0       0.0         -
CHU    19510615              0      23.4         0       0.0         -
CHU    19510616              0      19.5         0       0.1         -
CHU    19510617              0      21.2         0       0.4         -
CHU    19510618              0      19.2         0       7.8         -
CHU    19510619              0      12.5         0      12.2         -
CHU    19510620              0      15.8         0       0.0         -
CHU    19510621              1      19.4         0       0.0         -
CHU    19510622              0      21.5         0       1.3         -
CHU    19510623              0      14.6         0      28.9         -
CHU    19510624              0      11.5         0      21.3         -
CHU    19510625              0      12.6         0       2.3         -
CHU    19510626              0      14.2         0       2.2         -
CHU    19510627              0      14.1         0       0.0         -
CHU    19510628              0      13.5         0       1.0         -
CHU    19510629              0      15.1         0       0.0         -
CHU    19510630              0      15.3         0       0.8         -
CHU    19510701              0      17.2         0       0.0         -
CHU    19510702              1      17.8         0       0.0         -
CHU    19510703              1      19.0         0       0.0         -
CHU    19510704              0      20.1         0       1.7         -
CHU    19510705              0      14.5         0       1.3         -
CHU    19510706              0      16.9         0       0.0         -
CHU    19510707              1      19.7         0       0.0         -
CHU    19510708              0      21.9         0       0.5         -
CHU    19510709              0      17.3         0       1.2         -
CHU    19510710              1      19.9         0       0.0         -
CHU    19510711              0      23.3         0       2.1         -
CHU    19510712              0      17.2         0       1.7         -
CHU    19510713              0      18.7         0       0.0         -
CHU    19510714              0      21.4         0       0.0         -
CHU    19510715              0      17.7         0      13.0         -
CHU    19510716              0      13.1         0       9.2         -
CHU    19510717              0      13.9         0       0.0         -
CHU    19510718              0      16.9         0       0.0         -
CHU    19510719              1      18.7         0       0.0         -
CHU    19510720              0      19.3         0       0.0         -
CHU    19510721              1      18.8         0       0.0         -
CHU    19510722              1      18.2         0       7.5         -
CHU    19510723              0      14.6         0      12.9         -
CHU    19510724              0      13.8         0       2.8         -
CHU    19510725              0      13.4         0       0.5         -
CHU    19510726              0      14.4         0       0.0         -
CHU    19510727              1      16.5         0       0.0         -
CHU    19510728              1      18.5         0       0.0         -
CHU    19510729              1      20.4         0       0.0         -
CHU    19510730              0      20.0         0       6.0         -
CHU    19510731              0      23.4         0       0.0         -
CHU    19510801              0      22.4         0       0.0         -
CHU    19510802              1      22.1         0       0.0         -
CHU    19510803              0      22.5         0       0.5         -
CHU    19510804              0      20.3         0      12.5         -
CHU    19510805              0      17.1         0       0.0         -
CHU    19510806              0      20.5         0       0.0         -
CHU    19510807              0      20.9         0      15.2         -
CHU    19510808              0      14.5         0      63.8         -
CHU    19510809              0      13.7         0       3.6         -
CHU    19510810              0      12.3         0      13.5         -
CHU    19510811              0      14.7         0       0.0         -
CHU    19510812              0      16.8         0       0.0         -
CHU    19510813              0      16.9         0       2.8         -
CHU    19510814              0      17.0         0       0.0         -
CHU    19510815              0      16.8         0       0.3         -
CHU    19510816              0      14.2         0       5.2         -
CHU    19510817              0      15.4         0       0.0         -
CHU    19510818              1      16.5         0       0.0         -
CHU    19510819              0      17.7         0       0.0         -
CHU    19510820              1      19.2         0       0.0         -
CHU    19510821              0      14.7         0       8.9         -
CHU    19510822              0      15.1         0       3.7         -
CHU    19510823              0      15.4         0       1.4         -
CHU    19510824              1      16.4         0       0.0         -
CHU    19510825              0      17.0         0       1.4         -
CHU    19510826              0      15.9         0       0.1         -
CHU    19510827              0      14.9         0       2.3         -
CHU    19510828              1      18.7         0       0.0         -
CHU    19510829              0      20.3         0       0.0         -
CHU    19510830              1      21.6         0       0.0         -
CHU    19510831              0      16.1         0      21.0         -
CHU    19510901              0      14.5         0       0.0         -
CHU    19510902              0      16.5         0       0.1         -
CHU    19510903              0      16.1         0       1.6         -
CHU    19510904              0      14.6         0       0.0         -
CHU    19510905              1      15.9         0       0.0         -
CHU    19510906              0      18.9         0       0.0         -
CHU    19510907              0      18.2         0       0.1         -
CHU    19510908              0      18.5         0       0.0         -
CHU    19510909              1      18.0         0       0.0         -
CHU    19510910              0      19.0         0       0.0         -
CHU    19510911              1      19.7         0       0.0         -
CHU    19510912              1      19.7         0       0.0         -
CHU    19510913              0      21.5         0       0.0         -
CHU    19510914              0      15.9         0      14.1         -
CHU    19510915              0      15.5         0       0.0         -
CHU    19510916              0      17.9         0       0.0         -
CHU    19510917              0      13.9         0       0.0         -
CHU    19510918              0      12.6         0       0.0         -
CHU    19510919              0      11.1         0       0.0         -
CHU    19510920              1      10.2         0       0.0         -
CHU    19510921              1      10.0         0       0.0         -
CHU    19510922              1      11.8         0       0.0         -
CHU    19510923              0      16.7         0       2.9         -
CHU    19510924              0      12.8         0       0.1         -
CHU    19510925              0      13.8         0       0.0         -
CHU    19510926              0      11.3         0      10.5         -
CHU    19510927              0      12.1         0       0.0         -
CHU    19510928              0      12.3         0       7.0         -
CHU    19510929              0      10.8         0       2.4         -
CHU    19510930              0      12.4         0       0.0         -
CHU    19511001              0      13.6         0       0.0         -
CHU    19511002              0      14.1         0       0.0         -
CHU    19511003              0      12.8         0       0.0         -
CHU    19511004              0      11.4         0       0.0         -
CHU    19511005              0      11.1         0       0.0         -
CHU    19511006              0       9.2         0       0.0         -
CHU    19511007              0       8.1         0       0.0         -
CHU    19511008              0       8.9         0       0.0         -
CHU    19511009              0       5.5         0       0.0         -
CHU    19511010              0       4.6         0       0.0         -
CHU    19511011              0       4.6         0       0.0         -
CHU    19511012              0       8.0         0       0.0         -
CHU    19511013              1       9.9         0       0.0         -
CHU    19511014              0       9.6         0       0.0         -
CHU    19511015              1       7.2         0       0.0         -
CHU    19511016              0       7.8         0       0.0         -
CHU    19511017              0       6.8         0       0.0         -
CHU    19511018              0       7.2         0       0.0         -
CHU    19511019              0       8.0         0       0.0         -
CHU    19511020              0      11.8         0       0.0         -
CHU    19511021              0      12.3         0       0.0         -
CHU    19511022              0       8.1         0       4.2         -
CHU    19511023              0       4.8         0       0.1         -
CHU    19511024              0       5.9         0       0.0         -
CHU    19511025              0       8.0         0       0.0         -
CHU    19511026              1       7.7         0       0.0         -
CHU    19511027              0       9.2         0       0.0         -
CHU    19511028              0       9.6         0       0.0         -
CHU    19511029              0       9.0         0       0.0         -
CHU    19511030              0      11.7         0       0.0         -
CHU    19511031              0      11.8         0       5.5         -
CHU    19511101              0       4.6         0       3.0         -
CHU    19511102              0       4.3         0       0.1         -
CHU    19511103              0       4.1         0       5.1         -
CHU    19511104              1       3.5         0       0.0         -
CHU    19511105              0       9.4         0       0.0         -
CHU    19511106              0      14.3         0       0.0         -
CHU    19511107              0      14.9         0       0.2         -
CHU    19511108              0       9.3         0      14.1         -
CHU    19511109              0      10.1         0       0.0         -
CHU    19511110              0      14.3         0      15.4         -
CHU    19511111              0       9.1         0       4.0         -
CHU    19511112              0       6.3         0       3.4         -
CHU    19511113              0       6.6         0       0.6         -
CHU    19511114              0       5.7         0       5.6         -
CHU    19511115              0       4.3         0       0.0         -
CHU    19511116              0       6.9         0       0.0         -
CHU    19511117              0      10.7         0       0.0         -
CHU    19511118              0      12.1         0       0.0         -
CHU    19511119              0       8.5         0       6.2         -
CHU    19511120              0       8.0         0       0.1         -
CHU    19511121              0       8.5         0      20.7         -
CHU    19511122              0       4.5         0       0.1         -
CHU    19511123              0       2.9         0       6.6         -
CHU    19511124              0       4.9         0       2.9         -
CHU    19511125              0       7.4         0       2.8         -
CHU    19511126              0       4.5         0       0.9         -
CHU    19511127              1       1.8         0       0.0         -
CHU    19511128              1       1.9         0       2.6         -
CHU    19511129              0       0.6         1       1.4         -
CHU    19511130              0       0.9         0       1.7         -
CHU    19511201              1       1.1         0       0.0         -
CHU    19511202              0      -0.6         1       1.4         -
CHU    19511203              0       1.6         0       0.0         -
CHU    19511204              0       0.8         0       0.0         -
CHU    19511205              1       1.9         0       0.0         -
CHU    19511206              0       6.8         0       1.4         -
CHU    19511207              0       3.8         0       0.5         -
CHU    19511208              1       0.6         0       0.0         -
CHU    19511209              0       5.6         0       0.2         -
CHU    19511210              0       4.2         0       0.0         -
CHU    19511211              0      -0.3         0       0.0         -
CHU    19511212              1      -1.9         0       0.0         -
CHU    19511213              1       0.3         0       0.0         -
CHU    19511214              1       0.8         0       0.0         -
CHU    19511215              1      -0.3         0       0.0         -
CHU    19511216              0       3.3         0       0.0         -
CHU    19511217              1       4.6         0       0.0         -
CHU    19511218              1       3.2         0       0.0         -
CHU    19511219              0       5.0         0       0.0         -
CHU    19511220              1       7.9         0       0.0         -
CHU    19511221              1       3.0         0       0.0         -
CHU    19511222              1       0.8         0       0.0         -
CHU    19511223              0       4.8         0       0.0         -
CHU    19511224              1       7.2         0       0.0         -
CHU    19511225              0       8.5         0       1.4         -
CHU    19511226              0       3.4         0      10.8         -
CHU    19511227              0       2.7         0       1.1         -
CHU    19511228              0       0.1         0       1.5         -
CHU    19511229              1      -2.3         0       0.0         -
CHU    19511230              0      -0.4         0       0.0         -
CHU    19511231              0       3.3         0       0.0         -
CHU    19520101              0       3.0         0       0.5         -
CHU    19520102              0       0.1         0       0.1         -
CHU    19520103              0       2.9         0       2.3         -
CHU    19520104              0      -1.0         3       2.5         -
CHU    19520105              0      -1.5         1       0.8         -
CHU    19520106              0      -0.1         1       0.4         -
CHU    19520107              1      -1.4         0       0.0         -
CHU    19520108              1       1.3         0       0.0         -
CHU    19520109              0       0.5         0       0.1         -
CHU    19520110              0       1.9         0       5.2         -
CHU    19520111              0       2.4         0      18.3         -
CHU    19520112              0      -1.9         0       0.0         -
CHU    19520113              0      -2.6         0       0.0         -
CHU    19520114              0      -2.6         0       0.0         -
CHU    19520115              0      -1.0         0       0.0         -
CHU    19520116              0       0.9         0       0.1         -
CHU    19520117              0       3.3         2       1.5         -
CHU    19520118              0      -1.1        10       8.4         -
CHU    19520119              0      -2.7         7       7.3         -
CHU    19520120              0      -3.0         0       0.0         -
CHU    19520121              0      -6.6         0       0.0         -
CHU    19520122              0      -7.1         0       0.0         -
CHU    19520123              1      -3.3         0       0.0         -
CHU    19520124              0      -1.7         0       0.0         -
CHU    19520125              0      -6.3         2       1.7         -
CHU    19520126              0      -3.4         1       0.3         -
CHU    19520127              0      -2.5         1       0.5         -
CHU    19520128              0      -6.2         0       0.0         -
CHU    19520129              0      -3.5         0       0.0         -
CHU    19520130              0      -1.3         0       0.0         -
CHU    19520131              0       3.7         0       0.2         -
CHU    19520201              0       0.5         2       2.3         -
CHU    19520202              0      -1.4         0       0.0         -
CHU    19520203              0      -2.3        10       8.4         -
CHU    19520204              0      -1.4         6       7.1         -
CHU    19520205              0      -1.5         0       0.0         -
CHU    19520206              0      -5.4         0       0.0         -
CHU    19520207              0      -2.9         0       0.0         -
CHU    19520208              0      -1.0         7       6.8         -
CHU    19520209              0      -2.3         1       0.8         -
CHU    19520210              0      -3.0         1       0.5         -
CHU    19520211              0       0.9         0       4.0         -
CHU    19520212              0       1.1         3       8.2         -
CHU    19520213              0      -2.4         4       4.6         -
CHU    19520214              0      -5.1         1       0.7         -
CHU    19520215              0      -5.3         0       0.0         -
CHU    19520216              0      -4.8         0       0.2         -
CHU    19520217              0      -5.3         0       0.0         -
CHU    19520218              1      -5.4         0       0.0         -
CHU    19520219              0      -4.5         1       0.7         -
CHU    19520220              0      -1.3         1       0.4         -
CHU    19520221              0       1.6         0       0.0         -
CHU    19520222              1       2.7         0       0.0         -
CHU    19520223              1       3.1         0       0.0         -
CHU    19520224              1       1.0         0       0.0         -
CHU    19520225              1      -3.2         0       0.0         -
CHU    19520226              1      -1.5         0       0.0         -
CHU    19520227              1      -0.1         0       0.0         -
CHU    19520228              1       1.1         0       0.0         -
CHU    19520229              0       3.0         0       6.3         -
CHU    19520301              0       2.3         0       0.0         -
CHU    19520302              1       3.7         0       0.0         -
CHU    19520303              0       5.8         0       0.0         -
CHU    19520304              0       6.1         0       0.0         -
CHU    19520305              0       6.0         0       3.2         -
CHU    19520306              0       4.7         0       0.1         -
CHU    19520307              0       3.0         0       0.2         -
CHU    19520308              0       2.9         0       0.1         -
CHU    19520309              0       6.4         0       0.0         -
CHU    19520310              0       5.0         0       0.0         -
CHU    19520311              0       5.2         0       0.0         -
CHU    19520312              0       4.9         0       4.0         -
CHU    19520313              0       5.2         0       0.3         -
CHU    19520314              0       0.1         0       0.2         -
CHU    19520315              1       1.5         0       0.0         -
CHU    19520316              0       4.6         0       0.0         -
CHU    19520317              0       7.3         0       0.0         -
CHU    19520318              0       7.7         0       0.0         -
CHU    19520319              0       8.4         0       0.2         -
CHU    19520320              0       6.7         0      11.8         -
CHU    19520321              0       4.6         0       2.8         -
CHU    19520322              0       4.0         0      12.2         -
CHU    19520323              0       6.5         0       0.8         -
CHU    19520324              0       8.3         0       2.8         -
CHU    19520325              0       7.4         0       5.0         -
CHU    19520326              0       2.1         0       1.5         -
CHU    19520327              0       2.6         0       0.0         -
CHU    19520328              0       9.6         0       0.0         -
CHU    19520329              0       9.9         0       5.0         -
CHU    19520330              0       9.5         0       1.5         -
CHU    19520331              0      12.1         0       0.0         -
CHU    19520401              0       5.8         1       7.8         -
CHU    19520402              0      -1.5         0       0.0         -
CHU    19520403              0       0.2         0       0.0         -
CHU    19520404              0       1.9         0       0.0         -
CHU    19520405              0       4.2         0       0.0         -
CHU    19520406              0       5.0         0       0.0         -
CHU    19520407              0      10.5         0       0.0         -
CHU    19520408              0      11.2         0       0.0         -
CHU    19520409              0      13.1         0       0.0         -
CHU    19520410              0      13.6         0       0.0         -
CHU    19520411              0      14.2         0       0.0         -
CHU    19520412              0      15.3         0       0.0         -
CHU    19520413              0      15.2         0       0.0         -
CHU    19520414              1      15.6         0       0.0         -
CHU    19520415              0      15.0         0       0.0         -
CHU    19520416              1      15.1         0       0.0         -
CHU    19520417              0      13.9         0       0.3         -
CHU    19520418              0      14.4         0       0.0         -
CHU    19520419              0      13.8         0       7.1         -
CHU    19520420              0      12.3         0       4.3         -
CHU    19520421              0      14.6         0       0.0         -
CHU    19520422              0      11.8         0       2.5         -
CHU    19520423              0       9.1         0       9.6         -
CHU    19520424              0       7.3         0       5.8         -
CHU    19520425              0      10.0         0       0.0         -
CHU    19520426              0       9.9         0       0.0         -
CHU    19520427              0      10.3         0       1.6         -
CHU    19520428              0      11.5         0       0.0         -
CHU    19520429              0      12.7         0       0.0         -
CHU    19520430              1      15.4         0       0.0         -
CHU    19520501              1      16.7         0       0.0         -
CHU    19520502              0      16.3         0       0.0         -
CHU    19520503              0      15.4         0       0.0         -
CHU    19520504              0      14.4         0       6.3         -
CHU    19520505              0      12.4         0       0.0         -
CHU    19520506              0      15.2         0       0.7         -
CHU    19520507              0      13.0         0       0.0         -
CHU    19520508              0      15.9         0       4.4         -
CHU    19520509              0      13.9         0       2.7         -
CHU    19520510              0      16.6         0       0.0         -
CHU    19520511              0      15.5         0       9.8         -
CHU    19520512              0       8.7         0       2.8         -
CHU    19520513              0      11.6         0       0.0         -
CHU    19520514              0      12.7         0       0.0         -
CHU    19520515              0      14.0         0       0.0         -
CHU    19520516              0      17.1         0       0.0         -
CHU    19520517              0      14.8         0       0.0         -
CHU    19520518              1      13.5         0       0.0         -
CHU    19520519              0      11.6         0      14.9         -
CHU    19520520              0      10.4         0       0.0         -
CHU    19520521              1       8.9         0       0.0         -
CHU    19520522              0      10.1         0       0.0         -
CHU    19520523              1      10.1         0       0.0         -
CHU    19520524              0      10.8         0       9.8         -
CHU    19520525              0      11.8         0       0.0         -
CHU    19520526              0      11.1         0       4.3         -
CHU    19520527              0      11.1         0       2.6         -
CHU    19520528              0      14.9         0       0.5         -
CHU    19520529              0      15.9         0       0.0         -
CHU    19520530              0      16.5         0       0.0         -
CHU    19520531              0      20.0         0       0.0         -
CHU    19520601              0      19.7         0       0.0         -
CHU    19520602              0      18.1         0       7.3         -
CHU    19520603              0      15.3         0       1.6         -
CHU    19520604              0      15.4         0       0.0         -
CHU    19520605              1      18.9         0       0.0         -
CHU    19520606              0      19.0         0       7.3         -
CHU    19520607              0      14.5         0       5.6         -
CHU    19520608              0      14.7         0       0.0         -
CHU    19520609              0      15.2         0       0.1         -
CHU    19520610              0      15.3         0       0.0         -
CHU    19520611              1      17.8         0       0.0         -
CHU    19520612              0      20.6         0       0.0         -
CHU    19520613              0      16.1         0      13.0         -
CHU    19520614              0      17.0         0       0.0         -
CHU    19520615              0      20.0         0       5.7         -
CHU    19520616              0      16.4         0       0.3         -
CHU    19520617              0      18.3         0       2.2         -
CHU    19520618              0      16.2         0      19.9         -
CHU    19520619              0      14.9         0       3.5         -
CHU    19520620              0      14.2         0       2.5         -
CHU    19520621              0      15.0         0       0.0         -
CHU    19520622              1      17.3         0       0.0         -
CHU    19520623              0      15.2         0       4.0         -
CHU    19520624              0      16.8         0       0.0         -
CHU    19520625              0      18.8         0       0.0         -
CHU    19520626              0      18.8         0       0.0         -
CHU    19520627              1      17.6         0       0.0         -
CHU    19520628              1      20.1         0       0.0         -
CHU    19520629              1      22.5         0       0.0         -
CHU    19520630              1      22.5         0       0.0         -
CHU    19520701              1      24.4         0       0.0         -
CHU    19520702              0      26.6         0       0.0         -
CHU    19520703              0      24.5         0       0.0         -
CHU    19520704              0      26.7         0       0.0         -
CHU    19520705              1      27.0         0       0.0         -
CHU    19520706              1      26.6         0       0.0         -
CHU    19520707              0      21.9         0       8.0         -
CHU    19520708              0      21.6         0       2.6         -
CHU    19520709              0      17.9         0       2.4         -
CHU    19520710              0      18.7         0       0.0         -
CHU    19520711              1      21.6         0       2.4         -
CHU    19520712              0      19.0         0       3.0         -
CHU    19520713              0      19.3         0       0.0         -
CHU    19520714              0      19.7         0       1.4         -
CHU    19520715              0      18.6         0      11.3         -
CHU    19520716              0      17.6         0       0.0         -
CHU    19520717              0      19.8         0       0.0         -
CHU    19520718              0      19.8         0       0.0         -
CHU    19520719              0      16.8         0       0.0         -
CHU    19520720              1      20.4         0       0.0         -
CHU    19520721              0      21.5         0       0.0         -
CHU    19520722              0      20.0         0       0.0         -
CHU    19520723              1      21.1         0       0.0         -
CHU    19520724              0      16.1         0       0.0         -
CHU    19520725              1      18.2         0       0.0         -
CHU    19520726              1      20.1         0       0.0         -
CHU    19520727              0      21.9         0       6.0         -
CHU    19520728              0      14.2         0      12.4         -
CHU    19520729              0      16.0         0       0.0         -
CHU    19520730              0      17.0         0       0.0         -
CHU    19520731              0      19.8         0       1.5         -
CHU    19520801              0      20.3         0       5.5         -
CHU    19520802              0      17.9         0       1.3         -
CHU    19520803              0      17.6         0       3.1         -
CHU    19520804              0      19.0         0       0.0         -
CHU    19520805              1      21.4         0       0.0         -
CHU    19520806              0      22.0         0       0.0         -
CHU    19520807              0      18.2         0       0.1         -
CHU    19520808              0      19.3         0       0.0         -
CHU    19520809              0      18.3         0      14.9         -
CHU    19520810              0      18.3         0       0.0         -
CHU    19520811              1      20.7         0       0.0         -
CHU    19520812              1      23.5         0       0.0         -
CHU    19520813              1      24.4         0       0.0         -
CHU    19520814              1      26.0         0       0.0         -
CHU    19520815              0      23.4         0       6.2         -
CHU    19520816              0      16.0         0      11.9         -
CHU    19520817              0      14.8         0       0.5         -
CHU    19520818              0      16.7         0       4.2         -
CHU    19520819              0      14.4         0       8.6         -
CHU    19520820              0      12.4         0      20.0         -
